name,image,serving_size,prep_time_in_mins,cook_time_in_mins,ingredients,instructions,is_vegetarian,is_breakfast,is_lunch,is_snack,is_dinner,energy_per_serving_kcal,carbohydrate_per_serving_g,protein_per_serving_g,fat_per_serving_g,fiber_per_serving_g
Jessore Jolojog Style Dal,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/12/jessore-jolojog-dal-recipe.jpg?w=1140&ssl=1,6,30,40,"1 cup Chick pea or gram,3 tbsp Vegetable/soybean oil,1 pc Potato, cut into small pieces,2 pcs Cinnamon,1 pc Cardamom,4 pcs Dried red chili, cut into half,1 tsp Panch foron (Special 5 spices mix),As required Water,To taste Salt,To taste Sugar,1/2 tsp Ginger paste,1/2 tsp Turmeric powder,1/2 tsp Cumin powder,1 tsp Corn flour,2 pcs Green chili","1. Wash and soak dal in water overnight or at least 8 hours. Boil dal preferably in a pressure cooker till 2-3 whistles since dal takes long time to be boiled normally in a pan. Drain water and set aside.

2. Now heat 3 tbsp oil in a pan on medium flame, add small pieces of potato and fry till brown. Take them out and keep aside.

3. Add cinnamon, cardamom, dried chili and panch foron in a same pan with remaining oil and fry till brown and nice smell on low flame. Please do not over-fry or burn otherwise it will ruin the taste & flavor.

4. Now add boiled dal & salt and stir for a minute to mix well. Add 1/2 cup water and cook for 5-7 minutes or till water is dried.

5. Add ginger paste, turmeric powder & cumin powder and stir for 2-3 minutes to mix well with dal and to get rid of raw smells of spices. Add water as per your gravy requirement how thick or thin you want and stir to mix.

6. Add potato and stir to mix. Cover and cook on medium-high heat for 10-15 minutes or till well cooked. Do not forget to stir for few seconds in between to avoid burning.

7. Add sugar and stir to mix. Cover and cook for 2-3 minutes more. Mix cornflour with some water, pour into the dal and keep stirring for few seconds continuously to avoid balling of cornflour till the gravy gets thick.

8. Mash some dal and potato using the same spatula or a spoon or a masher to make the gravy more thick like Jolojog traditionally does. Adjust the taste in this stage adding more salt or sugar. Please do not make gravy too thick while cooking since it will get more thick when cold.

9. After a minute turn the flame off. Add green chilies and keep covered for 2-3 minutes for a nice flavor. Now serve warm with luchi or paratha.",1,0,1,0,1,153,16,4,9,4
Chotpoti,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2017/04/chotpoti-recipe-english-bangla.jpg?w=1140&ssl=1,6,10,30,"250 gm Gram,1 tbsp Chopped onion,1/2 tsp Garlic paste,1/2 tsp Ginger paste,1/2 tsp Turmeric powder (optional),1/2 tsp Cumin powder,2 tbsp Vegetable/soybean oil',1/2 tsp Cinnamon powder,To taste Salt,1/2 tsp Cardamom powder,As per requirement Water,1 pc Potato (medium sized, optional),6-7 pcs Sliced green chilies","1. Wash grams and soak in water for minimum 4 hours. You can soak it overnight if you have time. Then wash again and drain well.

2. Heat 2 tbsp vegetable/soybean oil in a pressure cooker. You can use a pan instead. But pressure cooker takes less time to cook properly. Then add onion & sliced chilies and stir for a while. Now add ginger & garlic pastes and salt. Add small amount of water to avoid burning of spices afterwards. Add cumin powder, turmeric powder (optional), cinnamon & cardamom powders and keep stirring till brown.

3. Now add grams with a whole medium sized peeled potato (optional) and keep stirring for 2-3 minutes to mix them well with the spices. Add water. The amount of water depends on your consistency requirement. Cover with the lid and cook till 6-8 whistles on medium heat. The gram shouldn’t be over boiled.

4. While cooking grams, let’s make that secret special chotpoti spices mix! Roast and finely grind 4 pcs dried red chilies, 1 tsp Panch foron (special five spices mix), 4 pcs cloves, 1/2 tsp black pepper, 1 pc cinnamon, 3 pcs cardamoms, 1 tsp mustard, 1 tsp cumin & 3 tsp coriander. We are going to use small amount, you can store the rest in airtight container for 3-4 months easily without sunlight.

5. Now time to serve, here the amount of ingredients depends on your choice and taste. Pour the cooked grams and potato in a bowl, mash the potato partially using a fork and mix. Add tamarind water (Tamarind was soaked in water for 30 mins, squeezed to remove the puree and strained) and mix well. Sprinkle 1 tsp pre-made special spices mix. Now add chopped cucumber, tomato, coriander leaves, green chili, onion, crackers (nimki/fuchka), grated boiled eggs (optional), another 1/2 tsp special spices mix and black salt according to your choice and taste.

……… Your Chotpoti is ready to be served. You can also squeeze a fresh lemon and mix everything before serve. It will add extra taste and flavor for sure!",1,0,0,1,0,141,18,4,6,4
Chorbi Dal,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/08/chorbi-dal-mung-fat.jpg?w=1140&ssl=1,6,20,40,"1 cup or 250 gm Mung dal,200 gm Mutton/beef fat,1 pc Potato (Medium size),1 tsp each Ginger-garlic paste,1/3 cup Chopped onions,1/2 tsp Mace-nutmeg paste,1 tsp Cumin powder,1 tsp Turmeric powder,1/2 tsp Cinnamon powder,1/2 tsp Cardamom powder,2 pcs Bay leaves,4/5 pcs Cloves,1/2 tsp Black cumin ""Shahi jeera""',4/5 pcs Green chili,1/3 cup Vegetable/soybean oil,To taste Salt,1/2 tsp Roasted cumin powder,1/2 tsp Roasted cinnamon-cardamom powder (Optional)","1. Roast mung dal in a fry pan with no oil. Wash and soak for 20 minutes. Then drain well.

2. Heat oil in a pan. Add bay leaves, cloves and black cumin “Shahi Jeera” and stir for a while. Add onions and fry till the onions turn into brown. Then add ginger-garlic pastes. Add some water too to avoid burning of spices.

3. Now gradually add cumin powder, red chili powder, mace-nutmeg pastes and salt. Cook for 1 to 2 minutes. Then add fresh cleaned and washed fat in it and cook till it starts releasing oil. Now take the fat out of the pan and keep them aside.

4. Now add mung dal and potatoes in the remaining sauce and stir for a while to mix everything well. Add water. Cook on medium high heat till mung dal are well cooked. Then add the fat, turmeric powder, cinnamon powder, cardamom powder and stir again to mix everything well.

5. Add 2 cups of boiling water or more that depends on your consistency requirement of the dal. Cook for 5-7 minutes uncovered on medium-low heat. Add 4/5 whole green chilies for flavor. Cover with the lid and cook for some more minutes till you get your consistency.

6. Turn the heat off and Sprinkle some roasted cumin powder, even additionally 1 tsp of roasted cinnamon-cardamom powder if available to add more taste and flavor. Your dal is ready to be served with pilaf or plain rice, roti, paratha or naan.",0,0,1,0,1,568,33,11,46,8
Moshur Daler Bora,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/07/moshur-daler-bora.jpg?w=1140&ssl=1,5,20,15,"1 cup Lentils,1 cup Chopped onion,1 tbsp Chopped green chili,1 tsp Cumin powder,1/2 tsp Tumeric powder,1 tsp each Ginger-garlic paste,To taste Salt,To fry Vagetable/soybean oil","1. Soak lentils in water for an hour. Wash lentils with clean water thoroughly and drain well.

2. Now blend the lentil in a blender till it turns into smooth paste as much as possible. Do not use any water while blending. Now add ginger-garlic pastes, chopped onions, green chilies, cumin powder, turmeric powder and salt. Mix everything well with your hands and keep it aside for a while.

3. Heat some oil in a fry pan. Take some lentil mixture, make small pellets and release into the hot oil to fry. Keep the flame medium high while frying. Fry it for a minute. Then flip it over and fry other side for another minute.

4. When both sides turn into reddish brown in color and seems crispy, take out from the oil by a strainer to remove extra oil. Leave them on a kitchen tissue to soak the excess oil. Serve warm to enjoy crispiness.",1,0,1,1,1,120,12,4,6,4
Begun Ghanto,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2019/04/eggplant-brinjal-paste.jpg?w=1140&ssl=1,4,10,20,"1 pc Brinjal/eggplant/aubergine (Large size),1 pc Potato (Medium size),5-6 pcs Dal Bori (Pellets made locally with dal & ash gourd),2 tbsp Chopped onion,1tsp Chopped garlic,2-3 pcs Dried red chili,3-4 pcs Green chili,1/2 tsp Turmeric powder,1 tsp Cumin,2 tbsp Vegetable oil,2 piece Bay leaves,To taste Salt","1. Cut potatoes and brinjal/eggplant/aubergine into small pieces. Wash and drain well. Now boil the potatoes and brinjal/eggplant/aubergine with some water, salt, turmeric powder and green chilies till water is dried.

2. Now take a sauce pan and heat some oil in it. Add onion, garlic, dried red chilies, bay leaves and cumin. Stir till everything turns into golden brown color.

3. Now add crushed bories and stir for 1 to 2 minutes. Then add boiled brinjal/eggplant/aubergine paste, mix everything well for a while and it’s ready to serve warm with plain rice. You can add some small shrimps for more taste and flavor.",1,0,1,0,1,177,23,4,9,6
Dal Khashi Recipe,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2018/11/mug-dal-khashi-recipe.jpg?w=1140&ssl=1,8,15,30,"1 kg Mutton (with bone or boneless),250 gm Mung dal,1/2 cup Chopped onion,1 tbsp Ginger paste,1 tbsp Garlic paste,1 tsp Cumin powder,1 tbsp Dried red chili powder,1 tsp Turmeric powder,1/2 tsp Nutmeg powder,A small pc Mace,4 pcs Clove,3 pcs Bay leaves,1/2 tsp Cinnamon powder,1/2 tsp Cardamom powder,1/2 cup Vegetable/soybean oil,1 tsp Roasted spices powder (Cumin, cinnamon & cardamom),To taste Salt","1. Roast dal in a dry pan till it gets deeper in color for a great aroma. Wash and drain meat and dal well.

2. Heat oil in a pan and add onion & fry for a while. Add ginger-garlic pastes & stir.

3. Now add cumin powder, chili powder, nutmeg powder & mace powder and stir for some time. Add meat, mix everything well, cover and cook.

4. After some time add some water and cook covered till half-cooked. When the water is almost dried, add turmeric powder and stir to mix. Add dal and mix everything well. Add water as per your consistency requirement, cover and cook till everything well cooked.

5. Now lastly add cinnamon & cardamom powders, stir to mix and turn the heat off. Sprinkle some roasted cinnamon, cardamom & cumin powders and enjoy!",0,0,1,0,1,575,22,40,37,6
Chicken Chow Mein,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2021/10/chicken-chow-mein-noodles.jpg?w=1140&ssl=1,2,20,15,"2 packets Noodles,100 gm Boneless chicken,As required Vegetables,1/4 tsp Chopped garlic,1 tsp Chopped green chilies,1 tbsp Soy sauce,1 tbsp Tomato ketchup,1 tsp Black pepper powder,2 tbsp Oil,1 tbsp Butter,To taste Sugar (Optional),To taste Salt,1 tbsp Oyster sauce (Optional)","1. In a bowl take slice chicken, pinch of black pepper, salt, red chili powder, 1/2 tbsp soya sauce, 1tsp corn flour. Mix everything well and keep for 15 minutes.

2. Boil water in a pan with 4 cups water or enough to boil the required amount of noodles and 1 tsp oil.

3. When the water starts boiling add noodles and boil till 80% cooked. Always add noodles in boiling water, never in cold or lukewarm. Pour in a strainer to drain, wash with clean cold water and drain again.

4. Heat oil in a pan, add chopped garlic and green chilies and fry till brown. Add marinated chicken and cook for 2 to 3 minutes. Noelw add hard vegetables first like cauliflower, carrot, beans etc. and keep stirring to fry on high to medium-high heat till half-cooked.

5. Now add the soft veggies like cabbage, capsicum, beans, green peas, onion etc. and fry for a while. Add salt considering the salt in soy sauce to be added later.

6. Add soya sauce, tomato sauce, black pepper and stir. Add boiled noodles, sugar (optional), Ajinomoto/tasting salt(optional) and keep stirring to mix them very well. Lastly add some butter and spring onion on top (optional). Serve warm.",0,0,1,1,1,465,38,22,25,2
Chicken Noodle Soup,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/12/chicken-noodle-soup-recipe.jpg?w=1140&ssl=1,4,10,20,"2 packets Noodles,1/2 tsp Ginger-garlic paste,1 tbsp Oil/ butter,1 tsp Chopped green chilies,1/2 cup Boneless chicken,1/4 tsp Black pepper powder,1/2 tsp Red chili powder,2 tbsp Tomato sauce,As required Vegetables,To taste Salt","1. Heat oil/butter in a pan. Add ginger-garlic paste, chopped green chilies and saute for 30 seconds. Then add chicken pieces and cook for 2 to 3 minutes till become tender. Add salt and pepper. You can add water if required. Then add vegetables and cook for another 2-3 minutes.

2. Add red chili powder and mix well. Then add water as much as you require. Add noodles masala mix. Then bring it to boil.

3. while boiling add noodles and cook on medium flame. Add tomato sauce after a while and cook till noodles are perfectly cooked. Then turn the flame off and serve hot. You can sprinkle some chopped green chilies on the top.",0,0,1,1,1,151,16,9,6,1
Spicy Chicken Fry,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/10/spicy-chicken-fry-recipe.jpg?w=1140&ssl=1,4,120,30,"400 gm Chicken,1 tsp each Ginger-garlic pastes,1 tsp Black pepper powder,1 & 1/2 tsp Red chili powder,1/2 tsp Chili flakes,1tsp Soy sauce,1/2 tsp Italian mixed herb,1 cup Wheat flour,2 tbsp Corn flour,To fry Oil,To taste Salt","1. Cut chicken pieces into medium regular size. Then wash and drain well. Use tissue paper to soak extra water.

2. Now take 2 tbsp liquid milk and 1 tsp lemon juice in a large bowl. Mix them well. Then add ginger-garlic pastes, black pepper, red chili powder, soy sauce, and salt (Keep in mind of salty soy sauce). Add chicken pieces and mix with your hands. Then leave it in refrigerator for minimum 2 hours.

3. After 2 hours take them out of the fridge. In a large bowl take flour, corn flour, red chili powder, black pepper powder, Italian herb mix, chili flakes and give a nice mix. Cover chicken pieces with flour. Then dip into water. After that cover with flour mix again. Repeat this process for all pieces.

4. Deep fry on low heat till they turn into brown in color. It may take 10 to 15 minutes for each batch. Then keep them out of oil. Heat oil on medium high heat. Again fry them for 2 to 3 minutes. When they are done take them out of oil and keep on a tissue paper. Now serve with your favorite ketchup or fried rice.",0,0,1,1,1,448,32,35,19,2
Spicy Chicken Spaghetti,https://i0.wp.com/bdfoodrecipe.com/wp-content/uploads/2020/04/chicken-spaghetti-recipe.jpg?w=1140&ssl=1,4,30,20,"250 gm Spaghetti,1/2 cup Minced chicken,2 tbsp Butter,1 tsp Chopped garlic,1/2 tsp Chili flakes,2 tbsp Chopped capsicum/bell pepper,As required Oregano-parsley,1/2 cup Grated cheese,1/2 cup Tomato sauce,1 tsp Soy sauce (dark/light),1 tsp Oyster sauce,1 tsp Cooking oil,To taste Salt,To boil Water","1. Take some water in a pan and bring it to boil. While boiling add salt, oil and spaghetti. Mix everything and cook on medium heat till spaghetti is cooked well. It may take 10 to 12 minutes to be boiled. Then wash with cold water and drain well.

2. Now in a pan heat butter. Then add chopped garlic and chili flakes and fry till brown. Then add finely chopped capsicum. Stir to fry for a while. Add minced chicken and stir for 2 to 5 minutes till cooked well. Add soy sauce, oyster sauce and salt and stir for a while. Now add tomato sauce. Instead you can add tomato puree too. Cook for a minute.

3. Now add boiled spaghetti and give it a nice mix. At the end sprinkle some oregano-parsley and grated cheese. Cook till cheese melts and mixes with spaghetti. Then turn the flame off and serve warm. You can sprinkle some chopped coriander leaves if you like. ",0,0,1,1,1,315,29,17,14,2
